judge_count	max_mean_ns	hedge	MTF
25			
50	0.2297	0.2515	0.2344
75			
100	0.3424	0.376	0.3378
125			
150	0.4227	0.4552	0.4069
175			
200	0.4799	0.5114	0.4618
225			
250	0.5297	0.5525	0.5047
275			
300	0.5688	0.5868	0.5429
325			
350	0.6012	0.6144	0.5739
375			
400	0.6274	0.6364	0.6017
425			
450	0.6511	0.6568	0.6268
475			
500	0.6706	0.6722	0.6466
