judge_count	hedge	max_mean_ns	MTF
25	0.0	0.0	0.0
50	0.0	0.0	0.0
75	0.0	0.0	0.001
100	0.0	0.021	0.037
125	0.004	0.634	0.923
150	0.006	0.849	1.0
175	0.227	0.917	1.0
200	0.731	0.999	1.0
225	1.0	1.0	1.0
250	1.0	1.0	1.0
275	1.0	1.0	1.0
300	1.0	1.0	1.0
325	1.0	1.0	1.0
350	1.0	1.0	1.0
375	1.0	1.0	1.0
400	1.0	1.0	1.0
425	1.0	1.0	1.0
450	1.0	1.0	1.0
475	1.0	1.0	1.0
500	1.0	1.0	1.0
